DEPARTAMENTO,MUNICIPIO,CODIGO DANE,ARMAS MEDIOS,FECHA HECHO,GENERO,GRUPO ETARIO,DESCRIPCION CONDUCTA,CANTIDAD
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,04/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARMA BLANCA / CORTOPUNZANTE,05/08/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARMA BLANCA / CORTOPUNZANTE,05/08/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,07/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARMA BLANCA / CORTOPUNZANTE,10/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARMA BLANCA / CORTOPUNZANTE,10/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
PUTUMAYO,PUERTO GUZMÁN,86571000,ARMA BLANCA / CORTOPUNZANTE,13/08/2010,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,16/08/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,FRANCISCO PIZARRO,52520000,ARMA BLANCA / CORTOPUNZANTE,18/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,FRANCISCO PIZARRO,52520000,ARMA BLANCA / CORTOPUNZANTE,18/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,18/08/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,CAREPA,5147000,ARMA BLANCA / CORTOPUNZANTE,21/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,CAREPA,5147000,ARMA BLANCA / CORTOPUNZANTE,21/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,NO REPORTADO,21/08/2010,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,QUIBDÓ (CT),27001000,NO REPORTADO,21/08/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,22/08/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,CÁCERES,5120000,ARMA BLANCA / CORTOPUNZANTE,23/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA BLANCA / CORTOPUNZANTE,24/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,SAN AGUSTÍN,41668000,ARMA BLANCA / CORTOPUNZANTE,24/08/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
HUILA,SAN AGUSTÍN,41668000,ARMA BLANCA / CORTOPUNZANTE,24/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,25/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,26/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,26/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,28/08/2010,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,28/08/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,28/08/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,28/08/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,SAN JOSÉ DEL FRAGUA,18610000,ARMA BLANCA / CORTOPUNZANTE,31/08/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
SANTANDER,CIMITARRA,68190000,ARMA BLANCA / CORTOPUNZANTE,02/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,NO REPORTADO,06/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,ANZOÁTEGUI,73043000,-,08/09/2010,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,09/09/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
RISARALDA,PEREIRA (CT),66001000,NO REPORTADO,10/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,14/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,FUENTE DE ORO,50287000,ARMA BLANCA / CORTOPUNZANTE,14/09/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,NO REPORTADO,14/09/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,PIAMONTE,19533000,ARMA BLANCA / CORTOPUNZANTE,15/09/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,15/09/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,PATÍA,19532000,ARMA BLANCA / CORTOPUNZANTE,16/09/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,SARAVENA,81736000,ARMA BLANCA / CORTOPUNZANTE,17/09/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,17/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,TIMBÍO,19807000,ARMA BLANCA / CORTOPUNZANTE,19/09/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,20/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,NEIVA (CT),41001000,-,20/09/2010,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,21/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,21/09/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUQUITA,81065000,ARMA BLANCA / CORTOPUNZANTE,22/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUQUITA,81065000,ARMA BLANCA / CORTOPUNZANTE,22/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUQUITA,81065000,ARMA BLANCA / CORTOPUNZANTE,22/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,25/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,SANTA MARTA (CT),47001000,-,29/09/2010,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,PUERTO SANTANDER,54553000,ARMA BLANCA / CORTOPUNZANTE,30/09/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,PUERTO LLERAS,50577000,NO REPORTADO,01/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,RÍO DE ORO,20614000,ARMA BLANCA / CORTOPUNZANTE,03/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,MORELIA,18479000,ARMA BLANCA / CORTOPUNZANTE,05/10/2010,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,NO REPORTADO,06/10/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA BLANCA / CORTOPUNZANTE,07/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,BALBOA,19075000,-,09/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
SANTANDER,PIEDECUESTA,68547000,ARMA BLANCA / CORTOPUNZANTE,09/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CÓRDOBA,TIERRALTA,23807000,ARMA BLANCA / CORTOPUNZANTE,13/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,14/10/2010,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,15/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,PUERTO CONCORDIA,50450000,NO REPORTADO,17/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,MALLAMA,52435000,ARMA BLANCA / CORTOPUNZANTE,18/10/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
SANTANDER,SABANA DE TORRES,68655000,ARMA BLANCA / CORTOPUNZANTE,19/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAQUETÁ,FLORENCIA (CT),18001000,NO REPORTADO,20/10/2010,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAJIRA,ALBANIA,44035000,ARMA BLANCA / CORTOPUNZANTE,21/10/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CALDAS,CHINCHINÁ,17174000,NO REPORTADO,22/10/2010,MASCULINO,MENORES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,AGUAZUL,85010000,ARMA BLANCA / CORTOPUNZANTE,23/10/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA DE FUEGO,27/10/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,ABREGO,54003000,NO REPORTADO,02/11/2010,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,02/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
MAGDALENA,PLATO,47555000,ARMA BLANCA / CORTOPUNZANTE,03/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,PUERTO ASÍS,86568000,NO REPORTADO,03/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,03/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,NO REPORTADO,04/11/2010,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA BLANCA / CORTOPUNZANTE,04/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,SARAVENA,81736000,NO REPORTADO,05/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
SANTANDER,BUCARAMANGA (CT),68001000,NO REPORTADO,05/11/2010,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA BLANCA / CORTOPUNZANTE,06/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA BLANCA / CORTOPUNZANTE,06/11/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,07/11/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,ISNOS,41359000,ARMA BLANCA / CORTOPUNZANTE,07/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,RIONEGRO,5615000,NO REPORTADO,08/11/2010,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,11/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,NO REPORTADO,11/11/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,LA UNIÓN,52399000,ARMA BLANCA / CORTOPUNZANTE,12/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,PIENDAMÓ,19548000,ARMA BLANCA / CORTOPUNZANTE,17/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,MALLAMA,52435000,ARMA BLANCA / CORTOPUNZANTE,19/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,22/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,CAJIBÍO,19130000,ARMA BLANCA / CORTOPUNZANTE,22/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,LA CUMBRE,76377000,ARMA DE FUEGO,24/11/2010,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,LA CUMBRE,76377000,ARMA DE FUEGO,24/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,LA CUMBRE,76377000,ARMA DE FUEGO,24/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,LA CUMBRE,76377000,ARMA DE FUEGO,24/11/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,LA CUMBRE,76377000,ARMA DE FUEGO,24/11/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ATLÁNTICO,BARANOA,8078000,NO REPORTADO,25/11/2010,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,EL CHARCO,52250000,ARMA BLANCA / CORTOPUNZANTE,27/11/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,-,27/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,28/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,SAN AGUSTÍN,41668000,ARMA BLANCA / CORTOPUNZANTE,29/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,29/11/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,29/11/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,BALBOA,19075000,ARMA DE FUEGO,08/12/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,08/12/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,NO REPORTADO,09/12/2010,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,SAN VICENTE,5674000,NO REPORTADO,12/12/2010,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,IPIALES,52356000,NO REPORTADO,12/12/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,13/12/2010,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ANTIOQUIA,MEDELLÍN (CT),5001000,NO REPORTADO,16/12/2010,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
SUCRE,SAMPUÉS,70670000,NO REPORTADO,18/12/2010,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTADO,19/12/2010,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,VALLEDUPAR (CT),20001000,ARMA BLANCA / CORTOPUNZANTE,19/12/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,PIENDAMÓ,19548000,ARMA BLANCA / CORTOPUNZANTE,21/12/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,SAN ALBERTO,20710000,NO REPORTADO,22/12/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,22/12/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
VALLE,CALI (CT),76001000,NO REPORTADO,22/12/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CESAR,SAN ALBERTO,20710000,ARMA BLANCA / CORTOPUNZANTE,23/12/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,23/12/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,NO REPORTADO,23/12/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,EL TAMBO,19256000,NO REPORTADO,24/12/2010,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
TOLIMA,CHAPARRAL,73168000,ARMA BLANCA / CORTOPUNZANTE,27/12/2010,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,04/01/2011,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,06/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,08/01/2011,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,TAME,81794000,ARMA BLANCA / CORTOPUNZANTE,12/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,13/01/2011,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,13/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA BLANCA / CORTOPUNZANTE,13/01/2011,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA BLANCA / CORTOPUNZANTE,15/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ANTIOQUIA,MEDELLÍN (CT),5001000,NO REPORTADO,16/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA BLANCA / CORTOPUNZANTE,16/01/2011,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
PUTUMAYO,VILLAGARZÓN,86885000,ARMA DE FUEGO,17/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
META,VILLAVICENCIO (CT),50001000,NO REPORTADO,20/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
HUILA,ALGECIRAS,41020000,ARMA BLANCA / CORTOPUNZANTE,21/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,22/01/2011,MASCULINO,ADOLECENTES,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CÓRDOBA,CERETÉ,23162000,NO REPORTADO,22/01/2011,FEMENINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAQUETÁ,SOLITA,18785000,ARMA BLANCA / CORTOPUNZANTE,24/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,POPAYÁN (CT),19001000,NO REPORTADO,24/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CESAR,LA GLORIA,20383000,ARMA BLANCA / CORTOPUNZANTE,24/01/2011,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,SUBACHOQUE,25769000,NO REPORTADO,24/01/2011,FEMENINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CÓRDOBA,MONTERÍA (CT),23001000,NO REPORTADO,27/01/2011,FEMENINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
ARAUCA,ARAUQUITA,81065000,ARMA BLANCA / CORTOPUNZANTE,28/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CÓRDOBA,PLANETA RICA,23555000,ARMA BLANCA / CORTOPUNZANTE,28/01/2011,MASCULINO,ADOLECENTES,ARTÍCULO 168. SECUESTRO SIMPLE,1
CHOCÓ,CÉRTEGUI,27160000,ARMA BLANCA / CORTOPUNZANTE,29/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CHOCÓ,CÉRTEGUI,27160000,ARMA BLANCA / CORTOPUNZANTE,29/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CUNDINAMARCA,FACATATIVÁ,25269000,NO REPORTADO,29/01/2011,MASCULINO,MENORES,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,PASTO (CT),52001000,ARMA DE FUEGO,29/01/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,30/01/2011,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
NARIÑO,PASTO (CT),52001000,ARMA DE FUEGO,01/02/2011,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CAUCA,SAN SEBASTIÁN,19693000,ARMA BLANCA / CORTOPUNZANTE,04/02/2011,MASCULINO,ADULTOS,ARTÍCULO 168. SECUESTRO SIMPLE,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,NO REPORTADO,05/02/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
VALLE,CALI (CT),76001000,NO REPORTADO,07/02/2011,FEMENINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,EL TAMBO,19256000,ARMA BLANCA / CORTOPUNZANTE,08/02/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,EL TAMBO,19256000,ARMA BLANCA / CORTOPUNZANTE,08/02/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,09/02/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
ARAUCA,ARAUCA (CT),81001000,ARMA BLANCA / CORTOPUNZANTE,10/02/2011,MASCULINO,ADULTOS,ARTÍCULO 169. SECUESTRO EXTORSIVO,1
